600.000,290.99
600.128,272.37
600.257,274.51
600.385,266.41
600.513,266.05
600.641,265.35
600.770,275.88
600.898,276.41
601.026,284.77
601.155,287.68
601.283,287.12
601.411,283.9
601.539,296.22
601.668,302.88
601.796,309.34
601.924,309.48
602.052,307.25
602.181,316.64
602.309,307.07
602.437,297.19
602.566,298.92
602.694,295.85
602.822,297.02
602.950,290.43
603.079,293.08
603.207,304.75
603.335,310.8
603.464,308.9
603.592,309.79
603.720,315.57
603.848,316.07
603.977,321.63
604.105,321.13
604.233,314.27
604.362,317.53
604.490,325.02
604.618,332.08
604.746,329.73
604.875,334.45
605.003,339.89
605.131,340.95
605.260,334.69
605.388,343.78
605.516,349.12
605.644,348.25
605.773,348.94
605.901,355.77
606.029,353.3
606.157,354.29
606.286,374.46
606.414,375.09
606.542,372.58
606.671,385.62
606.799,376.77
606.927,379.08
607.055,394.66
607.184,412.13
607.312,406.32
607.440,420.67
607.569,415.56
607.697,409.51
607.825,423.15
607.953,408.05
608.082,421.89
608.210,413.66
608.338,432.94
608.467,410.35
608.595,415.24
608.723,427.81
608.851,401.52
608.980,434.21
609.108,421.25
609.236,422.97
609.365,425.89
609.493,434.99
609.621,433.43
609.749,442.49
609.878,443.09
610.006,453.72
610.134,475.34
610.262,463.44
610.391,469.19
610.519,470.8
610.647,466.79
610.776,469.41
610.904,479.42
611.032,482.45
611.160,509.33
611.289,513.7
611.417,500.18
611.545,503.3
611.674,529.37
611.802,536.84
611.930,541.05
612.058,564.29
612.187,597.85
612.315,609.99
612.443,597.89
612.572,582.2
612.700,591.03
612.828,583.66
612.956,565.81
613.085,564.93
613.213,557.5
613.341,553
613.470,560.75
613.598,555.42
613.726,543.28
613.854,535.03
613.983,526.23
614.111,519.91
614.239,505.88
614.367,505.68
614.496,505.02
614.624,495.81
614.752,492.32
614.881,478.35
615.009,469.05
615.137,461.28
615.265,467.09
615.394,464.28
615.522,454.45
615.650,453.49
615.779,463.08
615.907,481.44
616.035,454.66
616.163,458.8
616.292,451.85
616.420,459.27
616.548,454.76
616.677,449.92
616.805,458.52
616.933,442.53
617.061,445.86
617.190,451.44
617.318,447.19
617.446,470.38
617.574,450.45
617.703,475.37
617.831,465.13
617.959,473.58
618.088,453.08
618.216,481.65
618.344,483.66
618.472,479.86
618.601,493.95
618.729,486.16
618.857,479.24
618.986,483.31
619.114,485.51
619.242,489.22
619.370,483.56
619.499,494.73
619.627,489.82
619.755,476.21
619.884,482.87
620.012,516.96
620.140,536.91
620.268,504.15
620.397,479.27
620.525,450.73
620.653,419.55
620.782,412.43
620.910,385.47
621.038,378.7
621.166,382.19
621.295,391.22
621.423,392.27
621.551,394.91
621.679,383.47
621.808,381.21
621.936,395.16
622.064,394.63
622.193,394.74
622.321,381.76
622.449,377.06
622.577,381.03
622.706,384.48
622.834,398.6
622.962,398.04
623.091,379.52
623.219,353.66
623.347,341.5
623.475,344.28
623.604,336.25
623.732,341.69
623.860,354.78
623.989,348.4
624.117,341.07
624.245,338.73
624.373,338.35
624.502,339.57
624.630,341.63
624.758,338.37
624.887,340.03
625.015,343.27
625.143,338.49
625.271,357.63
625.400,362.12
625.528,343.06
625.656,334.48
625.784,354.78
625.913,360.8
626.041,365.81
626.169,360.42
626.298,372.45
626.426,357.29
626.554,345.9
626.682,360.88
626.811,359.4
626.939,368.45
627.067,357.47
627.196,371.6
627.324,371.79
627.452,357.72
627.580,371.31
627.709,382.19
627.837,364.89
627.965,373
628.094,361.9
628.222,379.27
628.350,372.41
628.478,388.15
628.607,372.68
628.735,383.93
628.863,404.17
628.992,395.68
629.120,398.85
629.248,388.18
629.376,393.55
629.505,387.09
629.633,381.03
629.761,383.8
629.889,397.91
630.018,400.12
630.146,411.69
630.274,411.52
630.403,407.79
630.531,400.73
630.659,388.26
630.787,383.79
630.916,399.19
631.044,398.16
631.172,391.82
631.301,390.99
631.429,380.67
631.557,392.42
631.685,390.31
631.814,392.37
631.942,390.62
632.070,390.91
632.199,397.36
632.327,387.11
632.455,379.44
632.583,387.83
632.712,378.6
632.840,379.51
632.968,392.99
633.096,390.07
633.225,380.08
633.353,389.17
633.481,387.83
633.610,378.52
633.738,383.42
633.866,392.17
633.994,388.41
634.123,379.8
634.251,386.46
634.379,385.28
634.508,385.12
634.636,387.1
634.764,375.95
634.892,376.15
635.021,367.3
635.149,364
635.277,375.86
635.406,368.75
635.534,372.61
635.662,379.12
635.790,393.95
635.919,376.38
636.047,373.04
